futex,read,newfstatat,munmap,openat,mmap,lseek,close,getdents64,ioctl,brk,mprotect,clone3,rt_sigaction,getrandom,rseq,pread64,rt_sigprocmask,readlink,open,unlink,set_robust_list,write,prctl,sched_setaffinity,getcwd,sched_getaffinity,dup,sysinfo,sched_get_priority_max,clock_nanosleep,sched_get_priority_min,madvise,access,mbind,set_tid_address,prlimit64,getpid,socket,arch_prctl,fstat,bind,fcntl,gettid,execve,uname,epoll_create1,name,rename,mkdir,link,rmdir,unlinkat
81,3977,22557,216,3071,876,3417,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_TinyLlama__tinyLlama-intermediate-checkpoints-after-1T-token_count.log,,,,,
83,4075,22557,158,3071,819,3400,2014,482,1621,774,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ml6team__gpt2-medium-dutch-finetune-oscar_count.log,,,,,
81,3942,22557,172,3071,833,3382,2014,482,1621,795,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__slim-intent_count.log,,,,,
83,3976,22557,182,3071,843,3404,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__pythia-410m_count.log,,,,,
82,4282,22557,212,3071,873,3529,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_IDEA-CCNL__Wenzhong2.0-GPT2-3.5B-chinese_count.log,,,,,
82,4101,22557,159,3071,820,3425,2014,482,1621,774,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_heegyu__koalpaca-355m_count.log,,,,,
84,4014,22557,230,3071,891,3436,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_PipableAI__pip-sql-1.3b_count.log,,,,,
82,3819,22557,110,3071,770,3331,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_skt__kogpt2-base-v2_count.log,,,,,
81,4185,22557,206,3071,867,3438,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_facebook__opt-1.3b_count.log,,,,,
81,3761,22557,110,3071,770,3295,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__pythia-160m-v0_count.log,,,,,
81,3886,22557,158,3071,818,3359,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_RUCAIBox__Erya4FT_count.log,,,,,
82,4446,22557,190,3071,851,3667,2014,482,1621,812,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_TsinghuaAI__CPM-Generate_count.log,,,,,
81,4150,22557,183,3071,844,3474,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ai-forever__mGPT-armenian_count.log,,,,,
82,4276,22557,206,3071,867,3481,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ytu-ce-cosmos__turkish-gpt2-large_count.log,,,,,
82,4147,22557,231,3071,892,3502,2014,482,1621,763,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_nlpcloud__instruct-gpt-j-fp16_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_flax-community__gpt2-bengali_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_arun-shankar__GPT-2-covid-news-articles_count.log,,,,,
81,4233,22557,341,3071,1002,3512,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_openbmb__MiniCPM-2B-sft-bf16_count.log,,,,,
81,4071,22557,231,3071,892,3426,2014,482,1621,757,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_patent__PatentGPT-J-1.6B_count.log,,,,,
81,3942,22557,202,3071,862,3400,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Azurro__APT-1B-Base_count.log,,,,,
81,3661,22557,90,3071,750,3252,2014,482,1621,749,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_roneneldan__TinyStories-Instruct-33M_count.log,,,,,
81,4641,22557,432,3071,1093,3702,2014,482,1621,765,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_NousResearch__Obsidian-3B-V0.5_count.log,,,,,
84,3582,22557,61,3071,721,3216,2014,482,1621,749,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_dphn__dolphin-2.2-mistral-7b_count.log,,,,,
82,4180,22557,158,3071,819,3480,2014,482,1621,772,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_DaertML__phi-1_5-nf4-8bit-doublequant-BNB_count.log,,,,,
81,3987,22557,158,3071,818,3383,2014,482,1621,759,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Open-Orca__oo-phi-1_5_count.log,,,,,
84,3865,22557,120,3071,780,3363,2014,482,1621,830,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_thesephist__contra-bottleneck-t5-small-wikipedia_count.log,,,,,
81,3694,22557,68,3071,728,3303,2014,482,1621,770,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__pythia-31m_count.log,,,,,
84,4491,22557,445,3071,1106,3625,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_zjunlp__chatcell-large_count.log,,,,,
81,3940,22557,60,3071,720,3409,2014,482,1621,919,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_inkoziev__charllama-35M_count.log,,,,,
81,3880,22557,132,3071,792,3335,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_cerebras__Cerebras-GPT-256M_count.log,,,,,
81,4382,22557,434,3071,1095,3614,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Tanrei__GPTSAN-japanese_count.log,,,,,
81,3699,22557,69,3071,729,3282,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_roneneldan__TinyStories-1M_count.log,,,,,
84,3942,22557,172,3071,832,3382,2014,482,1621,794,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_gabrielchua__TinyLlama-1.1B-DavidAttenborough_count.log,,,,,
81,3976,22557,182,3071,843,3404,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__pythia-410m-deduped-v0_count.log,,,,,
82,3582,22557,61,3071,722,3219,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_microsoft__Florence-2-base-ft_count.log,,,,,
81,5310,22557,222,3071,883,4084,2014,482,1621,1040,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_FreedomIntelligence__HuatuoGPT2-7B-4bits_count.log,,,,,
84,4544,22557,258,3071,919,3702,2014,482,1621,809,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_hivemind__gpt-j-6B-8bit_count.log,,,,,
81,4290,22557,222,3071,883,3511,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_stabilityai__stablecode-completion-alpha-3b_count.log,,,,,
82,4159,22557,286,3071,947,3509,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_SikongSphere__sikong-llama-7b-chinese_count.log,,,,,
81,4030,22557,158,3071,819,3379,2014,482,1621,759,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_infosys__NT-Java-1.1B_count.log,,,,,
81,4092,22557,182,3071,843,3417,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_cyberagent__open-calm-1b_count.log,,,,,
81,4092,22557,182,3071,843,3417,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__pythia-1.4b-deduped-v0_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_huggingtweets__pornosexualiza1_count.log,,,,,
82,4062,22557,221,3071,882,3452,2014,482,1621,813,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_nisten__Biggie-SmoLlm-0.4B_count.log,,,,,
82,3706,22557,125,3071,785,3282,2014,482,1621,749,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_allenai__OLMo-1B_count.log,,,,,
83,3827,22557,140,3071,800,3369,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_wannaphong__thaigpt-next-125m_count.log,,,,,
81,4386,22557,254,3071,915,3511,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_KoboldAI__fairseq-dense-2.7B-Nerys_count.log,,,,,
81,4366,22557,255,3071,916,3495,2014,482,1621,767,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_RUCAIBox__mvp_count.log,,,,,
81,3824,22557,146,3071,806,3323,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_minhtoan__gpt3-small-finetune-cnndaily-news_count.log,,,,,
81,5432,22557,342,3071,1003,4150,2014,482,1621,1153,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_lmdeploy__llama2-chat-13b-w4_count.log,,,,,
81,4156,22557,286,3071,947,3506,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__dragon-llama-7b-v0_count.log,,,,,
82,4195,22557,314,3071,975,3509,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_IndexTeam__Index-1.9B-Chat_count.log,,,,,
81,4305,22557,181,3071,842,3580,2014,482,1621,780,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ckip-joint__bloom-3b-zh_count.log,,,,,
82,3833,22557,111,3071,771,3382,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_indobenchmark__indogpt_count.log,,,,,
82,4052,22557,230,3071,891,3402,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_vilm__Quyen-Mini-v0.1_count.log,,,,,
81,4038,22557,157,3071,818,3386,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_mrm8488__bloom-560m-finetuned-sd-prompts_count.log,,,,,
85,4092,22557,182,3071,843,3417,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__pythia-1.4b-deduped_count.log,,,,,
81,4271,22557,211,3071,872,3519,2014,482,1621,769,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_line-corporation__japanese-large-lm-3.6b_count.log,,,,,
81,3866,22557,205,3071,866,3361,2014,482,1621,751,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Laurie__opt1.3b-deepspeed-chat_count.log,,,,,
81,3976,22557,182,3071,843,3404,2014,482,1621,757,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__pythia-410m-v0_count.log,,,,,
82,4237,22557,230,3071,891,3440,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_RWKV__rwkv-4-430m-pile_count.log,,,,,
82,3969,22557,157,3071,818,3386,2014,482,1621,758,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_bigscience__bloomz-1b1_count.log,,,,,
81,3581,22557,61,3071,722,3218,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_RWKV__rwkv-5-world-1b5_count.log,,,,,
82,4477,22557,254,3071,915,3624,2014,482,1621,799,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_aisquared__dlite-v2-1_5b_count.log,,,,,
82,4038,22557,157,3071,817,3386,2014,482,1621,763,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_UnfilteredAI__Promt-generator_count.log,,,,,
82,4304,22557,181,3071,842,3580,2014,482,1621,774,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_SebastianBodza__DElefant_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Ar4ikov__gpt2-650k-stable-diffusion-prompt-generator_count.log,,,,,
81,3804,22557,109,3071,769,3320,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_VietAI__gptho_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_akiFQC__japanese-dialogpt-small-aozora_count.log,,,,,
81,4213,22557,181,3071,843,3538,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ai-forever__mGPT-1.3B-kazakh_count.log,,,,,
82,3648,22557,61,3071,722,3264,2014,482,1621,774,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_DeepESP__gpt2-spanish-medium_count.log,,,,,
82,3912,22557,157,3071,818,3360,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_crumb__bloom-560m-RLHF-SD2-prompter-aesthetic_count.log,,,,,
82,3588,22557,61,3071,722,3219,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_readomni__dao-9b_count.log,,,,,
82,3584,22557,61,3071,721,3218,2014,482,1621,749,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ByteDance-Seed__SAIL-7B_count.log,,,,,
82,4038,22557,157,3071,818,3386,2014,482,1621,759,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_yuanzhoulvpi__chinese_bloom_560m_count.log,,,,,
81,3823,22557,110,3071,770,3368,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_stevhliu__astroGPT_count.log,,,,,
81,4584,22557,367,3071,1028,3717,2014,482,1621,783,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_UniMus__OpenJMLA_count.log,,,,,
82,3687,22557,78,3071,738,3272,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_power-greg__super-fast-llm_count.log,,,,,
81,3998,22557,206,3071,866,3394,2014,482,1621,757,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_asafaya__kanarya-2b_count.log,,,,,
81,4788,22557,242,3071,903,3849,2014,482,1621,824,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_codys12__Qwen3-8B-BitNet_count.log,,,,,
81,3974,22557,182,3071,842,3390,2014,482,1621,771,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_heegyu__kogpt-j-350m_count.log,,,,,
81,4027,22557,244,3071,904,3431,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_acrastt__Griffin-3B_count.log,,,,,
81,3849,22557,162,3071,822,3348,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Salesforce__codegen-350M-nl_count.log,,,,,
81,4092,22557,182,3071,843,3417,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_PygmalionAI__pygmalion-1.3b_count.log,,,,,
82,4314,22557,202,3071,863,3587,2014,482,1621,773,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__polyglot-ko-5.8b_count.log,,,,,
81,4802,22557,317,3071,978,3801,2014,482,1621,816,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_kotoba-tech__kotomamba-2.8B-v1.0_count.log,,,,,
82,4546,22557,473,3071,1134,3652,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_thesephist__contra-bottleneck-t5-large-wikipedia_count.log,,,,,
83,4156,22557,222,3071,882,3506,2014,482,1621,813,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_refactai__Refact-1_6-base_count.log,,,,,
82,3976,22557,216,3071,876,3416,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_TinyLlama__TinyLlama-1.1B-Chat-v0.1_count.log,,,,,
81,4034,22557,156,3071,818,3384,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_tiiuae__falcon-rw-1b_count.log,,,,,
82,4342,22557,206,3071,867,3511,2014,482,1621,786,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_PlanTL-GOB-ES__gpt2-large-bne_count.log,,,,,
82,3580,22557,61,3071,721,3219,2014,482,1621,749,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Tensoic__Phi-1-5-Open-Platypus_count.log,,,,,
83,3594,22557,69,3071,729,3226,2014,482,1621,748,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_yuhuili__EAGLE-LLaMA3-Instruct-70B_count.log,,,,,
84,4588,22557,445,3071,1106,3722,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_razent__SciFive-large-Pubmed_PMC_count.log,,,,,
81,4090,22557,157,3071,818,3439,2014,482,1621,765,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_zlsl__ru_warhammer40k_count.log,,,,,
82,4282,22557,212,3071,873,3529,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_IDEA-CCNL__YuyuanQA-GPT2-3.5B_count.log,,,,,
82,4104,22557,286,3071,946,3454,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_vilm__vinallama-2.7b-chat_count.log,,,,,
81,4104,22557,286,3071,947,3454,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_vilm__vinallama-2.7b_count.log,,,,,
83,3586,22557,61,3071,721,3219,2014,482,1621,750,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_tyang816__MedChatZH_count.log,,,,,
84,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Gustavosta__MagicPrompt-Dalle_count.log,,,,,
82,4315,22557,221,3071,882,3505,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_cerebras__btlm-3b-8k-chat_count.log,,,,,
81,4151,22557,181,3071,842,3427,2014,482,1621,766,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_cmarkea__bloomz-3b-sft-chat_count.log,,,,,
